label,text,has_phone_number,has_special_chars,has_all_caps_words,has_url,is_mixed_language,has_currency,has_id_code,has_emoji,date/time,has_repeated_words,has_consecutive_special_chars,has_subscriber_code,avg_word_length,word_length
Spam,"৳৮০ ক্যাশব্যাকে বেশি বেশি ডাটা ৩০জিবি@৳৩১৯, ৩০দিন cutt.ly/aw59tNYD",0,1,0,0,1,0,0,0,0,1,0,0,6.88,59
Spam,আপনার অ্যাকাউন্টটি সাময়িকভাবে নিষ্ক্রিয় করা হয়েছে। সক্রিয় করতে এখানে ক্লিক করুন: [accountactivate.com/ActivateBD],0,1,0,0,1,0,0,0,0,0,0,0,8.33,106
Spam,<#> আপনার মাইজিপি পিন (code) হচ্ছে: 4283. ভেরিফাই করতে এই পিনটি ব্যবহার করুন. অপব্যবহার ঠেকাতে এই পিনটি ফরওয়ার্ড অথবা কারো সাথে শেয়ার করবেন না FyXTPoy9ZDa,0,1,0,0,1,0,0,0,0,1,0,1,5.08,130
Spam,নতুন গ্রাহকদের জন্য স্পেশাল অফার! আমাদের সার্ভিসে ৩০% ছাড়।,0,1,0,0,0,0,0,0,0,0,0,0,5.33,51
Spam,"ঢাকা-মাওয়া এক্সপ্রেসওয়ে সংলগ্ন আবাসিক প্লট কাঠা নিম্ন২লক্ষ
01894939231",1,1,0,0,0,0,1,0,0,0,0,0,7.75,64
Spam,আপনার নম্বরটি পুরস্কার জিতেছে। বিস্তারিত জানতে কল করুন +8801713344556,1,1,0,0,0,0,1,0,0,0,0,0,6.56,61
Ham,শুভ জন্মদিন!,0,1,0,0,0,0,0,0,0,0,0,0,5.0,11
Ham,"তোমার আগে কোনো বই পড়েছি? হ্যাঁ, অনেক বই পড়েছি। তুমি কি?",0,0,0,0,0,0,0,0,0,1,0,0,3.73,45
Spam,নতুন লাইফস্টাইল প্রোডাক্টে ২৫% ছাড়! স্টক শেষ হওয়ার আগে সুযোগ নিন।,0,1,0,0,0,0,0,0,0,0,0,0,4.73,55
Spam,"আজ ও কাল মেন্স ওয়ার্ল্ড এর সকল শাখায় ফ্ল্যাট ৫০% ডিসকাউন্ট
cutt.ly/fmw",0,1,0,0,1,0,0,0,0,0,0,0,4.67,60
Spam,"৩৫জিবি+৮০০মিনিট-৬০০টাকা-৩০দিন(বোনাসসহ), নিতে *১২১*৫২৬২# বা mygp.li/a8",0,1,0,0,1,1,0,0,1,0,0,1,10.8,65
Spam,ফিটনেস ইকুইপমেন্টে ১৫% ডিসকাউন্ট! আজই অর্ডার করুন।,0,1,0,0,0,0,0,0,0,0,0,0,5.86,44
Ham,কেমন আছে তোমাদের পরিবার?,0,0,0,0,0,0,0,0,0,0,0,0,5.0,21
Ham,তোমাদের দিন কেমন কাটছে?,0,0,0,0,0,0,0,0,0,0,0,0,4.75,20
Spam,আপনি ৩ ভরি সোনা জিতেছেন! বিস্তারিত জানতে কল করুন: +8801716677889,1,1,0,0,0,0,1,0,0,0,0,0,5.2,55
Ham,বন্ধুরা কেমন আছে?,0,0,0,0,0,0,0,0,0,0,0,0,4.67,15
Ham,শুভ প্রভাত!,0,1,0,0,0,0,0,0,0,0,0,0,4.5,10
Spam,২৬ জানুয়ারি ২০২৪ আন্তর্জাতিক কাস্টমস দিবস উদযাপিত হচ্ছে। এবারের প্রতিপাদ্য বিষয় ‘‘মিলে নবীন-পুরনো অংশীজন/কাস্টমস করবে লক্ষ্য অর্জন”। জাতীয় রাজস্ব বোর্ড,0,1,0,0,0,0,0,0,1,0,0,1,6.25,132
Spam,"আসসালামুআলাইকুম!

আপনি কি বাড়িতে বসে কোন টাকা ইনভেস্টমেন্ট না করে টাকা ইনকাম করতে চান?
তাহলে আমাদের বট এ কাজ করুন। আমাদের বট এ আপনি কোন ইনভেস্টমেন্ট ছাড়া ইনকাম করতে পারবেন।

বট লিঙ্ক: https://t.me/free_online_income_24bot",0,1,0,1,0,1,0,0,0,1,1,0,5.42,194
Spam,অনলাইন শপিংয়ে ২০% পর্যন্ত ডিসকাউন্ট! কোড ব্যবহার করে সুবিধা নিন।,0,1,0,0,0,0,0,0,0,0,0,0,5.2,55
Ham,কি খবর তোমাদের?,0,0,0,0,0,0,0,0,0,0,0,0,4.0,13
Spam,আপনার অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ হয়েছে। লগইন করে যাচাই করুন: [accountverify.com/VerifyBD],0,1,0,0,1,0,0,0,0,0,0,0,8.0,86
Ham,আজকে কি করছো?,0,0,0,0,0,0,0,0,0,0,0,0,3.33,11
Spam,ফ্ল্যাট ১০% ছাড় সারা স্টোরে। কোড: FLAT10. শুধুমাত্র অনলাইনে।,0,1,1,0,1,0,0,0,0,0,0,0,5.33,53
Ham,বাড়িতে একটি নতুন বাড়ি পাচ্ছে।,0,0,0,0,0,0,0,0,0,0,0,0,5.2,27
Ham,"সাফল্য তোমার দিকে আসবে, ধৈর্য ধরো।",0,0,0,0,0,0,0,0,0,0,0,0,4.5,29
Spam,সব ডিভিডিতে ১০% ছাড়। অফারটি সীমিত সময়ের জন্য।,0,1,0,0,0,0,0,0,0,0,0,0,4.62,40
Spam,আপনার ব্যাংক অ্যাকাউন্টে ২ কোটি টাকা জমা হয়েছে! নিশ্চিত করতে কল করুন: +8801917677789,1,1,0,0,0,1,1,0,0,0,0,0,5.38,73
Spam,"*বাড়িতে বসে ফর্ম  ফিলাপের কাজ। 
* ৫টা ফর্ম ফিলাপ ৫১০ টাকা, 
আমাদের কোম্পানিতে কিছু লোক নেওয়া হচ্ছে। 
*শিক্ষাগত যোগ্যতা : বাংলা পরতে পারলেই হবে 
*ফোনে WhatsApp থাকতে হবে। 
*বেতন : ৮০০০-১৮০০০ টাকা",1,1,0,0,1,1,0,0,1,1,0,1,5.07,164
Spam,বোনাস সহ ৭জিবি-১৩০টাকা-৩০দিন। নিতে ডায়াল *১২১*৫৪৬৯# বা ভিজিট mygp.li/mo,0,1,0,0,1,1,0,0,1,0,0,1,6.11,63
Ham,কি খাবে? আজ মাংসের রান্না হচ্ছে। তুমি?,0,0,0,0,0,0,0,0,0,0,0,0,4.14,32
Spam,শাকিবের সই করা বল জিততে ক্রিকেটে বাজি ধরুন! ক্লিক করুন: xini.eu/00Qe,0,1,0,0,1,0,0,0,0,0,0,0,4.91,58
Spam,আপনার মোবাইল নম্বরটি হাই-এন্ড ল্যাপটপ জিতেছে! পুরস্কার পেতে কল করুন +8801819900012,1,1,0,0,0,0,1,0,0,0,0,0,6.27,72
Ham,আমি যেন কিছু বলতে পারি না।,0,0,0,0,0,0,0,0,0,0,0,0,3.33,21
Spam,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0",0,1,0,1,0,1,0,0,1,0,1,1,8.67,64
Ham,"তুমি পারবে, শুধু লেগে থাকো।",0,0,0,0,0,0,0,0,0,0,0,0,4.2,23
Spam,"উদ্দীপন।Post Name:FPO &
Branch Accountant. Your Exam
Date:04/05/24 (Saturday).
Time:09:00 AM (সকাল)। স্থান:সিলেট জোন অফিস।সাথে দুই কপি পাসপোর্ট সাইজের ছবি,CV, ম্যানুয়াল চাকরির আবেদন (বাংলায়), চাকরি প্রার্থীর রেফারেল ফরম (যদি থাকে),এনআইডি এর ফটোকপি,মূল সনদপত্রের ফটোকপি সত্যায়িত ও মূল সনদপত্র সাথে নিয়ে আসবেন।উদ্দীপন সিলেট জোনেৱ ঠিকানা:বাড়ির নাম: শোভাশ্রম,বাড়ি নম্বর: 2/1,J ব্লক,শাহজালাল উপশহর মেইন রোড,বাইতুল জান্নাত জামে মসজিদ এর বিপরীতে।খেলার মাঠের সংলগ্ন / উপ পুলিশ কমিশনার কার্যালয়ের কাছে।প্রয়োজনে:০১৩২২-৮০ ৩৫১২। আবেদন করবেন এভাবে,
বরাবর,
উপ-পরিচালক ও প্রধান
মানবসম্পদ ও ব্যবস্থাপনা বিভাগ
উদ্দীপন প্রধান কাৰ্যালয়
রিং রোড,আদাবর ঢাকা ১২০৭।",1,1,1,0,1,0,0,0,1,1,0,1,6.35,575
Spam,আপনার ইন্সুরেন্স পলিসি আপডেট করতে এখানে ক্লিক করুন: [insuranceupdate.com/UpdateBD],0,1,0,0,1,0,0,0,0,0,0,0,7.67,74
Ham,তুমি কি পরিবারের সাথে আছো?,0,0,0,0,0,0,0,0,0,0,0,0,4.2,22
Spam,"আপনি অনলাইনে একটি খণ্ডকালীন/পূর্ণ-সময়ের চাকরির জন্য নির্বাচিত হয়েছেন। কাজটি খুবই সহজ, কোন সময় সীমা নেই, কোন স্থানের সীমা নেই, এটি ঘরে বসে করা যায়, দৈনিক বেতন 1000-5000TK, একটি চাকরি খুঁজতে হোয়াটসঅ্যাপ ম্যানেজারের সাথে যোগাযোগ করুন:  https://wa.me/8801320862219",1,1,1,1,1,0,1,0,0,1,1,1,5.94,229
Spam,"১২৫৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@৳৭৭৪, ৩০দিন: cutt.ly/8wBQC0MC",0,1,1,0,1,0,0,0,0,0,0,0,8.29,64
Spam,"উপবৃত্তির 4200 টাকার জন্য
যোগাযোগ করুন: 01320660547
শিক্ষা বোর্ড",1,1,0,0,0,1,1,0,0,0,0,1,6.11,58
Ham,"রাগ করে কখনো ভালোবাসার মানুষকে কষ্ট দিতে নেই। রাগ কড়ে বেশি অবহেলা করতে নেই, ভালোবাসার মানুষকে। এতে করে জীবনের সবচেয়ে দামী জিনিস, ভালোবাসার মানুষকে হারাতে হয়।",0,0,0,0,0,0,0,0,0,1,0,0,5.0,135
Ham,আজ কেমন লাগছে তোমাকে? ঠিক আছি। আপনার কেমন লাগছে?,0,0,0,0,0,0,0,0,0,1,0,0,4.11,40
Spam,আপনার গাড়ির ইন্সুরেন্স নবায়ন করতে কল করুন +8801815566778,1,1,0,0,0,0,1,0,0,0,0,0,6.25,51
Ham,আজকের পরিকল্পনা কি?,0,0,0,0,0,0,0,0,0,0,0,0,5.33,17
Spam,বোনাস সহ ১জিবি-৩০টাকা-৩দিন। ডায়াল *১২১*৫২১৫# বা https://mygp.li/mo,0,1,0,1,0,1,0,0,1,0,1,1,7.0,60
Spam,"হ্যাপি নিউ ইয়ার - ২০২৪
স্মার্ট ব্যাংকিং সেবায় সোনালী ব্যাংক
সর্বদাই আপনার পাশে
মোঃ আফজাল করিম
সিইও এন্ড এমডি",0,1,0,0,0,0,0,0,0,0,0,1,5.06,96
Ham,কি খবর?,0,0,0,0,0,0,0,0,0,0,0,0,2.5,6
Spam,বিকাশে ৫০০০ টাকা ডিপোজিট করলে ১০০০ টাকা বোনাস! আজই সুযোগ নিন।,0,1,0,0,0,1,0,0,1,1,0,1,4.45,51
Ham,"আপনার পাওনা ৫০০০/- টাকা, জলদি পরিশোধ করুন।",0,1,0,0,0,1,0,0,0,0,0,1,4.57,36
Spam,আপনার ক্রেডিট স্কোর আপডেট করতে কল করুন +8801715566778,1,1,0,0,0,0,1,0,0,0,0,0,5.62,46
Spam,বোনাস সহ ২জিবি-৪৫টাকা-৩দিন। ডায়াল *১২১*৫৫৩৪# বা mygp.li/my,0,1,0,0,1,1,0,0,1,0,0,1,6.29,52
Spam,"১৫০৳ ক্যাশব্যাকে নাও ডাটা মিক্সার ৮০জিবি@৳৬৯৯,৩০দিন: cutt.ly/lwMwLrfw",0,1,0,0,1,0,0,0,0,0,0,0,8.29,63
Spam,বোনাস সহ ৩জিবি-৬০টাকা-৩দিন। ডায়াল *১২১*৫৬৯৯# বা https://mygp.li/mo,0,1,0,1,0,1,0,0,1,0,1,1,7.0,60
Ham,"কষ্ট পেয়ো না, আমি তোমার সাথে আছি।",0,0,0,0,0,0,0,0,0,0,0,0,3.71,28
Ham,কাজ কিভাবে চলছে?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,14
Spam,"সর্বকালের সর্বশ্রেষ্ঠ বাঙালি জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমান এর ৪৭তম শাহাদত বার্ষিকীতে বিনম্র শ্রদ্ধা""-ডাক ও টেলিযোগাযোগ বিভাগ।",0,1,0,0,0,0,0,0,0,0,0,0,6.33,117
Ham,"কি খবর, হাই?",0,0,0,0,0,0,0,0,0,0,0,0,2.67,10
Spam,"২০০৳ ক্যাশব্যাক শেষ দিন! ৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন: cutt.ly/OwG5T3ub",0,1,0,0,1,0,0,0,0,0,0,0,9.17,62
Ham,পাখিরা গাছে খুব সুন্দর গান গায়।,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
Ham,হ্যালো!,0,1,0,0,0,0,0,0,0,0,0,0,6.0,7
Ham,"প্রিয় শিক্ষার্থী, আপনার টিউশন ফি আজ পর্যন্ত ২২,৯০০.০০ টাকা বকেয়া আছে। (পূর্বের লেট ফাইন ও বকেয়াসহ) চলতি মাসের টিউশন ফি (জরিমানা ছাড়া) ২০ই সেপ্টেম্বর, ২০২৪ মধ্যে পরিশোধ করুন। বিস্তারিত https://student.ulab.edu.bd/ লগইন করুন। (ULAB)",0,1,1,1,1,1,0,0,1,1,1,1,5.39,198
Spam,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0",0,1,0,1,0,1,0,0,1,0,1,1,8.67,64
Spam,"*বাড়িতে বসে ফর্ম  ফিলাপের কাজ। 
* ৫টা ফর্ম ফিলাপ ৫১০ টাকা, 
আমাদের কোম্পানিতে কিছু লোক নেওয়া হচ্ছে। 
*শিক্ষাগত যোগ্যতা : বাংলা পরতে পারলেই হবে 
*ফোনে WhatsApp থাকতে হবে। 
*বেতন : ৮০০০-১৮০০০ টাকা",1,1,0,0,1,1,0,0,1,1,0,1,5.07,164
Spam,আপনার অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ হয়েছে। লগইন করে যাচাই করুন: [accountverify.com/VerifyBD],0,1,0,0,1,0,0,0,0,0,0,0,8.0,86
Spam,ভ্রমণ প্যাকেজে ২০% ছাড়! বুকিং করতে আজই যোগাযোগ করুন।,0,1,0,0,0,0,0,0,0,0,0,0,4.56,44
Spam,আপনার ক্রেডিট কার্ড ব্লক করা হয়েছে। পুনরায় চালু করতে এখানে ক্লিক করুন: http://bit.ly/UnblockCard,0,1,0,1,0,0,0,0,0,0,1,0,6.08,86
Spam,"২০০ টাকা বিনামূল্যে বোনাস!
৫০০০টাকা জেতার সুযোগ।
https://cutt.ly/JiliG",0,1,0,1,0,1,0,0,1,0,1,0,7.0,65
Ham,আমি যেন তোমার কাছে কিছু বলতে পারি।,0,0,0,0,0,0,0,0,0,0,0,0,3.86,28
Spam,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0",0,1,0,1,0,1,0,0,1,0,1,1,8.67,64
Spam,সব ডিভিডিতে ১০% ছাড়। অফারটি সীমিত সময়ের জন্য।,0,1,0,0,0,0,0,0,0,0,0,0,4.62,40
Ham,আমার জন্য কোনো নতুন খবর আছে?,0,0,0,0,0,0,0,0,0,0,0,0,3.67,23
Ham,তোমার জন্য একটি ভালো দিন!,0,1,0,0,0,0,0,0,0,0,0,0,4.0,21
Spam,জনতা ব্যাংক অ্যাকাউন্টে সমস্যা হয়েছে। কল করুন: +8801811011023,1,1,0,0,0,0,1,0,0,0,0,0,6.5,55
Spam,ব্যালেন্স শেষ? ২০০টাকা পর্যন্ত জিপি ইমার্জেন্সি ব্যালেন্স নিতে *৯#,0,1,0,0,0,1,0,0,1,1,0,1,6.11,58
Spam,অভিনন্দন! আপনি ১ কোটি টাকা লটারি জিতেছেন। আপনার পুরস্কার সংগ্রহ করতে আমাদের সাথে যোগাযোগ করুন। যোগাযোগ:০১৫৬৭৫৪৬৩৯০,1,1,0,0,0,1,1,0,0,0,0,0,5.94,99
Spam,"৳৩৯৯ তে ৳৪৯৯ এর অফার! নাও ৩১জিবি+৪৫০মি.,৩০দিন: cutt.ly/2wQlYv6U",0,1,0,0,1,0,0,0,0,0,0,0,6.12,56
Spam,আপনার লেনদেনটি সম্পূর্ণ করতে এখানে ক্লিক করুন: [transactioncomplete.com/CompleteBD],0,1,0,0,1,0,0,0,0,0,0,0,8.88,76
Spam,আপনি ৬ ভরি সোনা জিতেছেন! বিস্তারিত জানতে কল করুন: +8801716566678,1,1,0,0,0,0,1,0,0,0,0,0,5.2,55
Ham,"আপনার মেয়ে হাসপাতালে, জলদি টাকা পাঠান ০১৮২৮১৭৩৯১২।",1,0,0,0,0,1,1,0,0,0,0,0,6.0,44
Spam,"প্রিয় শিক্ষার্থী! Coronavirus এর কারণে তোমাদের উপবৃত্তির ৪,২০০ টাকা দেওয়া হচ্ছে। টাকা গ্রহনের জন্য নিম্নোক্ত শিক্ষাবোর্ডের নম্বরে যোগাযোগ করুন।
মোবাঃ 01813849152,
যোগাযোগের সময় সকাল 10 টা রাত 7:30 টা পযন্ত বি:দ্র: একটা বিকাশ নাম্বার নিয়ে ফোন দিতে হবে",1,1,0,0,1,1,1,0,1,1,0,0,5.5,219
Spam,"""অভিনন্দন! আপ্নি পাসেন"" ""বিকাশ"""" & BRAC""""N.G.O"""" pokko teke """"STUDENT বৃত্তি"""" (টাকা-10,499/) আপনার পরিমাণ আইডি: এখন আপনার প্রার্থী নির্বাচন করুন: Bestarito Janta Call korun office: 01794567889 (am 11 to 5pm} ওথোভা""""ঠিক আছে""""লিখা এসএমএস করব? আমড়া আপনের কেচা কল করবো.!""",1,1,1,0,1,1,1,0,1,1,0,1,5.32,232
Ham,"আপনার পেমেন্ট বাকি রয়েছে, ০১৭২৮২৭৩৮১৯ টাকা পাঠান।",1,0,0,0,0,1,1,0,1,0,0,0,5.86,43
Ham,০১৮২৭৩৮২৯১৮ এই নাম্বারে জরুরি টাকা পাঠান।,1,0,0,0,0,1,1,0,0,0,0,0,5.83,36
Spam,আপনার সঞ্চয় দ্বিগুণ করার সুযোগ! কল করুন: +8801718788890,1,1,0,0,0,0,1,0,0,0,0,0,5.75,49
Spam,"প্রতি রেফারে 75 টাকা সর্বনিম্ন 500 টাকা উইথড্র করতে পারবেন। 

https://t.me/Referincomebd4536_bot?start=r07921710994",1,1,0,1,0,1,1,0,0,1,1,0,8.64,105
Spam,"নগদ থেকে গ্রামীণফোনে ১১৮টাকা রিচার্জে ১১৮টাকা ক্যাশব্যাক! ৬মে, বিকাল ৩টা-সন্ধ্যা ৭টা, মিনিটে ১ম জন। সাথে ৫জিবি, ৭দিন! ডায়াল *১৬৭#",0,1,0,0,0,1,0,0,1,1,0,1,5.42,112
Spam,আপনার গ্যাস বিল বকেয়া রয়েছে। অবিলম্বে পেমেন্ট করুন। কল করুন +8801814455667,1,1,0,0,0,0,1,0,0,1,0,0,5.73,66
Ham,তোমার পাশে একটি পাথুরি আছে। ধন্যবাদ।,0,0,0,0,0,1,0,0,0,0,0,0,4.83,31
Ham,আজকের আপনার দিন কেমন কাটছে?,0,0,0,0,0,0,0,0,0,0,0,0,4.4,23
Ham,০১৭৩৮২৯৩৭৬৫ এই নাম্বারে রকেটে টাকা পাঠান।,1,0,0,0,0,1,1,0,0,0,0,0,5.83,36
Spam,সব ডিভিডিতে ১০% ছাড়। অফারটি সীমিত সময়ের জন্য।,0,1,0,0,0,0,0,0,0,0,0,0,4.62,40
Spam,কৃষকদের জন্য সরকার দিচ্ছে পঞ্চাশ হাজার টাকা পর্যন্ত ভর্তুকি। ভর্তুকি পেতে এখনই যোগাযোগ করুন ০১৫৩৮২৭২৭৩৪,1,0,0,0,0,1,1,0,0,1,0,0,5.87,89
Ham,তোমার সকল ইচ্ছা পূরণ হোক!,0,1,0,0,0,0,0,0,0,0,0,0,4.0,21
Spam,"আপনার অ্যাকাউন্টটি অবিলম্বে আপডেট করুন, না হলে এটি বন্ধ হয়ে যাবে। লিঙ্কে ক্লিক করুন: [bit.ly/AccountUpdateBD]",0,1,0,1,1,0,0,0,0,1,0,0,5.93,96
Spam,"Meta pro space কাজ করলে ইনবক্স 
মাত্র ৬ ডলার বাংলা
 ৭৫০ টাকা দিয়ে  একাউন্ট করে লাইফটাইম ইনকাম করুন,  সাথে থাকছে মাসিক বেতন, ৫ লাইন ফ্রী ইনকাম, স্লট ইনকাম, ৩০ জুন এর মধ্যে ১২ ডলার বাংলা ১৫০০ টাকা দিয়ে ২ টা প্রোগ্রাম কিনে নিলে পাচ্ছেন 0.05 bnb এর mps nft ফ্রী অর্থাৎ ২৯ ডলার ফ্রী পাচ্ছেন
বাংলা ৩৬২৫ টাকা| এমন সুযোগ আর পাবেন না, ৩০ জুনের মধ্যে যারা একাউন্ট করবে তারাই পাবে
এমন সুযোগ হাতছাড়া করবেন না
আর বসে না থেকে তাড়াতাড়ি একাউন্ট করে ফেলুন",0,1,0,0,1,1,0,0,1,1,0,1,4.1,356
Spam,জনতা ব্যাংক থেকে জরুরি বার্তা। কল করুন: +8801913233345,1,1,0,0,0,0,1,0,0,0,0,0,5.5,47
Spam,ডিজিটাল গ্যাজেটের উপর ১৫% ডিসকাউন্ট! আজই কেনাকাটা করুন এবং বোনাস পান।,0,1,0,0,0,0,0,0,0,0,0,0,5.09,59
Spam,সোনালী ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে এখানে ক্লিক করুন: https://wa.me/8801818899001,1,1,0,1,0,0,1,0,0,0,1,0,6.92,90
Ham,আমার কাছে কোনো নতুন খবর আছে?,0,0,0,0,0,0,0,0,0,0,0,0,3.67,23
Spam,* FIFA 2022 কার্টেল বিশ্বকাপ দেখার জন্য সারা বিশ্বের মানুষকে বিনামূল্যে 50GB ডেটা দেয়৷* * আই হ্যাভ রিসিভড মাইন।** এটি খুলুন* https://ak76.xyz/?y=ep1669102548,1,1,1,1,1,0,1,0,0,0,1,1,6.15,137
Spam,আপনার ডেবিট কার্ডের সীমা বৃদ্ধি করতে এখানে ক্লিক করুন: [debitcardlimit.com/IncreaseBD],0,1,0,0,1,0,0,0,0,0,0,0,7.2,77
Spam,"২০,০০০ টাকা বিনিয়োগে ৬০,০০০ টাকা পান! কল করুন: +8801916566678",1,1,0,0,0,1,1,0,1,1,0,0,5.44,54
Ham,বন্ধুরা কেমন আছে?,0,0,0,0,0,0,0,0,0,0,0,0,4.67,15
Spam,আপনার ব্যাংক অ্যাকাউন্টে ১০ কোটি টাকা জমা হয়েছে! নিশ্চিত করতে কল করুন: +8801913233245,1,1,0,0,0,1,1,0,0,0,0,0,5.46,74
Spam,দারাজ ১১.১১-তে নগদে ১৫% পর্যন্ত ক্যাশব্যাক + ফ্রি ডেলিভারি। https://click.daraz.com.bd/e/_CUeCuf শর্ত প্রযোজ্য,0,1,0,1,0,0,0,0,1,0,1,0,7.82,99
Ham,কেমন চলছে তোমার দিন?,0,0,0,0,0,0,0,0,0,0,0,0,4.0,17
Spam,আপনার পাসওয়ার্ডটি অবিলম্বে পরিবর্তন করুন। এখানে ক্লিক করুন: [passwordchange.com/ChangeBD],0,1,0,0,1,0,0,0,0,1,0,0,8.44,82
Ham,"তুমি একা নও, আমি আছি।",0,0,0,0,0,0,0,0,0,0,0,0,3.0,17
Spam,বিশেষ অফার: সব বাচ্চাদের পোশাকে ২০% ডিসকাউন্ট।,0,1,0,0,0,0,0,0,0,0,0,0,5.29,40
Spam,আপনার কাছে Amazon থেকে $200 নগদ মূল্য রয়েছে 2 দিনের মধ্যে মেয়াদ শেষ হবে৷ আমরা আপনাকে $500 পর্যন্ত পাওনা দিতে পারি। একটি সাম্প্রতিক সিদ্ধান্তের কারণে গত বছর আমরা আপনাকে অনেক বেশি চার্জ করতে পেরেছি। আপনার স্বয়ংক্রিয় সঞ্চয় প্রস্তুত.,0,1,0,0,1,1,0,0,0,1,0,0,5.05,197
Spam,"ফ্রী ফেসবুক থেকে ইনকাম করুন ইনবক্স করুন
সততার সাথে কাজ করেন 🥰😍
সাপোর্ট (গ্রুপ এবং বট)
t.me/Facebook_ID_Sell1_bot 
অফিসিয়াল এডমিন👆",0,1,1,0,1,0,0,1,0,1,0,0,5.78,115
Spam,বিপিএলে বাজি ধরুন এবং একটি নতুন বাইক জিতুন! যোগ দিন: smilesvoegol.servebbs.org/voegol.php,0,1,0,0,1,0,0,0,0,0,0,0,6.64,79
Spam,"১৩০টাকায় ১৫০মিনিট(৩০দিন) সাথে বোনাস,নিতে*১২১*৫২০৫#  https://mygp.li/a0",0,1,0,1,0,1,0,0,1,0,1,1,10.8,65
Spam,"১,০০,০০০ টাকা বিনিয়োগে ২,০০,০০০ টাকা পান! কল করুন: +8801912122134",1,1,0,0,0,1,1,0,1,1,0,0,5.67,58
Spam,"প্রিয় xxx, অভিনন্দন! আপনার আবেদন এবং রিজিউম যাচাই করার পরে, আমরা আনন্দের সাথে একটি চাকরির প্রস্তাব দিচ্ছি। আপনার গ্রহণযোগ্যতা দিয়ে এই ইমেলটির উত্তর দিন এবং বেতন জমা দেওয়ার জন্য আপনার ব্যাংকের বিবরণ প্রদান করুন।",0,1,0,0,1,0,0,0,0,1,0,0,5.15,180
Spam,"৮জিবি(বোনাসসহ) ১২৩টাকা ১৫দিন।ডায়াল *১২১*৫৫৪৮#, mygp.li/mo",0,1,0,0,1,1,0,0,1,0,0,1,8.8,53
Ham,আশা করি তোমার সফল হোক!,0,1,0,0,0,0,0,0,0,0,0,0,3.4,18
Spam,ফ্ল্যাট ১৫% ডিসকাউন্ট সব শপিংয়ে। কোড: DISCOUNT15.,0,1,1,0,1,0,0,0,0,0,0,0,5.71,44
Spam,আপনি ৩ ভরি সোনা জিতেছেন! বিস্তারিত জানতে কল করুন: +8801716677889,1,1,0,0,0,0,1,0,0,0,0,0,5.2,55
