label,message,has_phone_number,has_special_chars,has_all_caps_words,has_url,is_mixed_language,has_currency,has_id_code,has_emoji,date/time,has_repeated_words,has_consecutive_special_chars,has_subscriber_code,avg_word_length,word_length
spam,বিনামূল্যে রিচার্জ পেতে এখনই http://garza-johnson.com/ ডায়াল করুন।,0,1,0,1,0,0,0,0,0,0,1,0,7.71,61
spam,আপনার ATM কার্ড ব্লক হয়ে গেছে। এখনই (846)809-3312x4212 এ ফোন করুন।,1,1,1,0,1,0,0,0,0,0,0,0,4.73,57
ham,তুই কি আমার খাতা নিয়ে গেছিস?,0,0,0,0,0,0,0,0,0,0,0,0,3.83,24
spam,আপনার ATM কার্ড ব্লক হয়ে গেছে। এখনই 762-718-9785x264 এ ফোন করুন।,1,1,1,0,1,0,0,0,0,0,0,0,4.64,55
ham,তুই কোথায় আছিস এখন?,0,0,0,0,0,0,0,0,0,0,0,0,4.0,17
ham,তুই কোথায় আছিস এখন?,0,0,0,0,0,0,0,0,0,0,0,0,4.0,17
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। +1-678-419-2730x78789 এ যোগাযোগ করুন।,1,1,0,0,1,1,0,0,0,0,0,0,6.15,86
ham,মা বলেছে বাজার থেকে সবজি আনতে।,0,0,0,0,0,0,0,0,0,0,0,0,4.0,25
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। 879-673-0486x471 এ যোগাযোগ করুন।,1,1,0,0,1,1,0,0,0,0,0,0,5.92,81
ham,বন্ধুরা মিলে আজকে সিনেমা দেখতে যাব।,0,0,0,0,0,0,0,0,0,0,0,0,4.83,30
ham,"কালকে পরীক্ষা, ভালো করে পড়িস।",0,0,0,0,0,0,0,0,0,0,0,0,4.8,26
ham,তুই কোথায় আছিস এখন?,0,0,0,0,0,0,0,0,0,0,0,0,4.0,17
spam,আপনার ATM কার্ড ব্লক হয়ে গেছে। এখনই (817)207-8889x373 এ ফোন করুন।,1,1,1,0,1,0,0,0,0,0,0,0,4.64,56
spam,বিনামূল্যে রিচার্জ পেতে এখনই https://parker-oneill.com/ ডায়াল করুন।,0,1,0,1,0,0,0,0,0,0,1,0,7.86,62
spam,"নতুন চাকরির সুযোগ! বেতন ৩০,০০০ টাকা থেকে শুরু। আবেদন করুন এখনই http://lewis.info/",0,1,0,1,0,1,0,0,1,0,1,0,5.17,70
spam,আপনার নাম লটারি ড্র-তে উঠেছে! এখনই 0519040853 এ কল করুন পুরস্কার নিতে।,1,1,0,0,0,0,1,0,0,0,0,0,4.67,59
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। 200-336-6537x280 এ যোগাযোগ করুন।,1,1,0,0,1,1,0,0,0,0,0,0,5.92,81
ham,নানুর বাসায় কখন যাবি?,0,0,0,0,0,0,0,0,0,0,0,0,4.5,19
ham,রাতে খাওয়ার জন্য কি রান্না হবে?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। 7883360191 এ যোগাযোগ করুন।,1,0,0,0,0,1,1,0,0,0,0,0,5.62,75
ham,বন্ধুরা মিলে আজকে সিনেমা দেখতে যাব।,0,0,0,0,0,0,0,0,0,0,0,0,4.83,30
ham,আজ অফিসে অনেক কাজ ছিল।,0,0,0,0,0,0,0,0,0,0,0,0,3.4,18
ham,বন্ধুরা মিলে আজকে সিনেমা দেখতে যাব।,0,0,0,0,0,0,0,0,0,0,0,0,4.83,30
ham,মা বলেছে বাজার থেকে সবজি আনতে।,0,0,0,0,0,0,0,0,0,0,0,0,4.0,25
spam,আপনার ATM কার্ড ব্লক হয়ে গেছে। এখনই 001-603-922-7976x3222 এ ফোন করুন।,1,1,1,0,1,0,0,0,0,0,0,0,5.0,60
spam,১০০% ডিসকাউন্ট! অফারটি শুধুমাত্র আজকের জন্য। ভিজিট করুন https://www.le.org/,0,1,0,1,0,0,0,0,0,0,1,0,6.44,67
spam,আপনার নাম লটারি ড্র-তে উঠেছে! এখনই 629-727-4391 এ কল করুন পুরস্কার নিতে।,1,1,0,0,0,0,0,0,0,0,0,1,4.67,61
spam,আপনার একাউন্টে সন্দেহজনক কার্যক্রম ধরা পড়েছে। লগইন করুন https://www.bell.com/ যাচাই করতে।,0,1,0,1,0,0,0,0,0,0,1,0,6.55,80
ham,নানুর বাসায় কখন যাবি?,0,0,0,0,0,0,0,0,0,0,0,0,4.5,19
ham,নানুর বাসায় কখন যাবি?,0,0,0,0,0,0,0,0,0,0,0,0,4.5,19
spam,আপনার একাউন্টে সন্দেহজনক কার্যক্রম ধরা পড়েছে। লগইন করুন http://kennedy-bowen.com/ যাচাই করতে।,0,1,0,1,0,0,0,0,0,0,1,0,6.91,84
spam,আপনার ATM কার্ড ব্লক হয়ে গেছে। এখনই 001-440-810-7865x52638 এ ফোন করুন।,1,1,1,0,1,0,0,0,0,0,0,0,5.09,61
ham,তুই কি আমার খাতা নিয়ে গেছিস?,0,0,0,0,0,0,0,0,0,0,0,0,3.83,24
spam,আপনার নাম লটারি ড্র-তে উঠেছে! এখনই 001-414-361-9659x2091 এ কল করুন পুরস্কার নিতে।,1,1,0,0,1,0,0,0,0,0,0,0,5.33,70
ham,আজ অফিসে অনেক কাজ ছিল।,0,0,0,0,0,0,0,0,0,0,0,0,3.4,18
ham,আজকে অনেক মজা করলাম!,0,1,0,0,0,0,0,0,0,0,0,0,4.0,17
ham,তুই কি আমার খাতা নিয়ে গেছিস?,0,0,0,0,0,0,0,0,0,0,0,0,3.83,24
spam,১০০% ডিসকাউন্ট! অফারটি শুধুমাত্র আজকের জন্য। ভিজিট করুন http://simmons.com/,0,1,0,1,0,0,0,0,0,0,1,0,6.56,67
ham,তুই কি আমার খাতা নিয়ে গেছিস?,0,0,0,0,0,0,0,0,0,0,0,0,3.83,24
spam,এই লিঙ্কে ক্লিক করুন http://henderson.com/ এবং পুরস্কার জিতুন।,0,1,0,1,0,1,0,0,0,0,1,0,6.12,55
ham,"কালকে পরীক্ষা, ভালো করে পড়িস।",0,0,0,0,0,0,0,0,0,0,0,0,4.8,26
ham,রাতে খাওয়ার জন্য কি রান্না হবে?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
ham,বন্ধুরা মিলে আজকে সিনেমা দেখতে যাব।,0,0,0,0,0,0,0,0,0,0,0,0,4.83,30
spam,বিনামূল্যে রিচার্জ পেতে এখনই http://barron-harvey.com/ ডায়াল করুন।,0,1,0,1,0,0,0,0,0,0,1,0,7.71,61
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। +1-721-373-7550x505 এ যোগাযোগ করুন।,1,1,0,0,1,1,0,0,0,0,0,0,6.0,84
spam,আপনার একাউন্টে সন্দেহজনক কার্যক্রম ধরা পড়েছে। লগইন করুন http://www.rodgers.biz/ যাচাই করতে।,0,1,0,1,0,1,0,0,0,0,1,0,6.73,82
ham,"কালকে পরীক্ষা, ভালো করে পড়িস।",0,0,0,0,0,0,0,0,0,0,0,0,4.8,26
spam,১০০% ডিসকাউন্ট! অফারটি শুধুমাত্র আজকের জন্য। ভিজিট করুন https://lambert.org/,0,1,0,1,0,0,0,0,0,0,1,0,6.67,68
ham,তুই কি আমার খাতা নিয়ে গেছিস?,0,0,0,0,0,0,0,0,0,0,0,0,3.83,24
ham,আজ অফিসে অনেক কাজ ছিল।,0,0,0,0,0,0,0,0,0,0,0,0,3.4,18
spam,"নতুন চাকরির সুযোগ! বেতন ৩০,০০০ টাকা থেকে শুরু। আবেদন করুন এখনই https://www.vega.com/",0,1,0,1,0,1,0,0,1,0,1,0,5.33,73
ham,বন্ধুরা মিলে আজকে সিনেমা দেখতে যাব।,0,0,0,0,0,0,0,0,0,0,0,0,4.83,30
ham,মা বলেছে বাজার থেকে সবজি আনতে।,0,0,0,0,0,0,0,0,0,0,0,0,4.0,25
spam,বিনামূল্যে রিচার্জ পেতে এখনই https://www.scott.com/ ডায়াল করুন।,0,1,0,1,0,0,0,0,0,0,1,0,7.29,58
ham,"কালকে পরীক্ষা, ভালো করে পড়িস।",0,0,0,0,0,0,0,0,0,0,0,0,4.8,26
ham,নানুর বাসায় কখন যাবি?,0,0,0,0,0,0,0,0,0,0,0,0,4.5,19
spam,বিনামূল্যে রিচার্জ পেতে এখনই http://www.walls-pollard.org/ ডায়াল করুন।,0,1,0,1,0,0,0,0,0,0,1,0,8.14,65
ham,তুই কি আমার খাতা নিয়ে গেছিস?,0,0,0,0,0,0,0,0,0,0,0,0,3.83,24
ham,তুই কি আমার খাতা নিয়ে গেছিস?,0,0,0,0,0,0,0,0,0,0,0,0,3.83,24
ham,আজকে অনেক মজা করলাম!,0,1,0,0,0,0,0,0,0,0,0,0,4.0,17
spam,এই লিঙ্কে ক্লিক করুন https://boyd-wells.net/ এবং পুরস্কার জিতুন।,0,1,0,1,0,0,0,0,0,0,1,0,6.25,57
ham,আজকে অনেক মজা করলাম!,0,1,0,0,0,0,0,0,0,0,0,0,4.0,17
ham,আজ অফিসে অনেক কাজ ছিল।,0,0,0,0,0,0,0,0,0,0,0,0,3.4,18
spam,আপনার একাউন্টে সন্দেহজনক কার্যক্রম ধরা পড়েছে। লগইন করুন https://www.burton.com/ যাচাই করতে।,0,1,0,1,0,0,0,0,0,0,1,0,6.73,82
ham,আজ সন্ধ্যায় আমাদের দেখা হবে তো?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
spam,আপনার ATM কার্ড ব্লক হয়ে গেছে। এখনই 377.215.7360x76765 এ ফোন করুন।,0,0,1,0,1,0,0,0,0,0,0,0,4.82,57
ham,তুই কি আমার খাতা নিয়ে গেছিস?,0,0,0,0,0,0,0,0,0,0,0,0,3.83,24
ham,তুই কোথায় আছিস এখন?,0,0,0,0,0,0,0,0,0,0,0,0,4.0,17
ham,আজ অফিসে অনেক কাজ ছিল।,0,0,0,0,0,0,0,0,0,0,0,0,3.4,18
ham,তুই কোথায় আছিস এখন?,0,0,0,0,0,0,0,0,0,0,0,0,4.0,17
ham,তুই কি আমার খাতা নিয়ে গেছিস?,0,0,0,0,0,0,0,0,0,0,0,0,3.83,24
ham,মা বলেছে বাজার থেকে সবজি আনতে।,0,0,0,0,0,0,0,0,0,0,0,0,4.0,25
ham,নানুর বাসায় কখন যাবি?,0,0,0,0,0,0,0,0,0,0,0,0,4.5,19
ham,মা বলেছে বাজার থেকে সবজি আনতে।,0,0,0,0,0,0,0,0,0,0,0,0,4.0,25
ham,রাতে খাওয়ার জন্য কি রান্না হবে?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
spam,আপনার ATM কার্ড ব্লক হয়ে গেছে। এখনই 789.715.9771 এ ফোন করুন।,0,0,1,0,1,0,0,0,0,0,0,1,4.27,51
spam,এই লিঙ্কে ক্লিক করুন https://holland.com/ এবং পুরস্কার জিতুন।,0,1,0,1,0,0,0,0,0,0,1,0,6.0,54
ham,তুই কি আমার খাতা নিয়ে গেছিস?,0,0,0,0,0,0,0,0,0,0,0,0,3.83,24
spam,আপনার একাউন্টে সন্দেহজনক কার্যক্রম ধরা পড়েছে। লগইন করুন https://wheeler-blackburn.com/ যাচাই করতে।,0,1,0,1,0,0,0,0,0,0,1,0,7.36,89
ham,তুই কোথায় আছিস এখন?,0,0,0,0,0,0,0,0,0,0,0,0,4.0,17
ham,বন্ধুরা মিলে আজকে সিনেমা দেখতে যাব।,0,0,0,0,0,0,0,0,0,0,0,0,4.83,30
ham,রাতে খাওয়ার জন্য কি রান্না হবে?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
ham,আজ অফিসে অনেক কাজ ছিল।,0,0,0,0,0,0,0,0,0,0,0,0,3.4,18
spam,আপনার একাউন্টে সন্দেহজনক কার্যক্রম ধরা পড়েছে। লগইন করুন https://hill.biz/ যাচাই করতে।,0,1,0,1,0,0,0,0,0,0,1,0,6.27,76
ham,আজ সন্ধ্যায় আমাদের দেখা হবে তো?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। 863.726.2765x8562 এ যোগাযোগ করুন।,0,0,0,0,1,1,0,0,0,0,0,0,6.0,82
spam,আপনার ATM কার্ড ব্লক হয়ে গেছে। এখনই 472-576-0318 এ ফোন করুন।,1,1,1,0,1,0,0,0,0,0,0,1,4.27,51
spam,আপনার নাম লটারি ড্র-তে উঠেছে! এখনই (111)424-9815x91404 এ কল করুন পুরস্কার নিতে।,1,1,0,0,1,0,0,0,0,0,0,0,5.17,68
spam,১০০% ডিসকাউন্ট! অফারটি শুধুমাত্র আজকের জন্য। ভিজিট করুন http://www.castro-hoffman.com/,0,1,0,1,0,0,0,0,0,0,1,0,7.56,78
ham,"কালকে পরীক্ষা, ভালো করে পড়িস।",0,0,0,0,0,0,0,0,0,0,0,0,4.8,26
spam,"নতুন চাকরির সুযোগ! বেতন ৩০,০০০ টাকা থেকে শুরু। আবেদন করুন এখনই http://clark-patel.info/",0,1,0,1,0,1,0,0,1,0,1,0,5.58,76
spam,১০০% ডিসকাউন্ট! অফারটি শুধুমাত্র আজকের জন্য। ভিজিট করুন http://www.tran-smith.biz/,0,1,0,1,0,0,0,0,0,0,1,0,7.11,74
spam,বিনামূল্যে রিচার্জ পেতে এখনই https://hamilton-merritt.com/ ডায়াল করুন।,0,1,0,1,0,0,0,0,0,0,1,0,8.29,65
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। 001-655-208-5573x22667 এ যোগাযোগ করুন।,1,1,0,0,1,1,0,0,0,0,0,0,6.31,87
ham,মা বলেছে বাজার থেকে সবজি আনতে।,0,0,0,0,0,0,0,0,0,0,0,0,4.0,25
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। +1-443-814-2220x1379 এ যোগাযোগ করুন।,1,1,0,0,1,1,0,0,0,0,0,0,6.08,85
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। 462-995-8939 এ যোগাযোগ করুন।,1,1,0,0,0,1,0,0,0,0,0,1,5.62,77
spam,আপনার একাউন্টে সন্দেহজনক কার্যক্রম ধরা পড়েছে। লগইন করুন http://www.combs.info/ যাচাই করতে।,0,1,0,1,0,0,0,0,0,0,1,0,6.64,81
ham,তুই কি আমার খাতা নিয়ে গেছিস?,0,0,0,0,0,0,0,0,0,0,0,0,3.83,24
ham,নানুর বাসায় কখন যাবি?,0,0,0,0,0,0,0,0,0,0,0,0,4.5,19
ham,আজ সন্ধ্যায় আমাদের দেখা হবে তো?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
ham,নানুর বাসায় কখন যাবি?,0,0,0,0,0,0,0,0,0,0,0,0,4.5,19
spam,বিনামূল্যে রিচার্জ পেতে এখনই http://www.morris-perez.com/ ডায়াল করুন।,0,1,0,1,0,0,0,0,0,0,1,0,8.0,64
ham,মা বলেছে বাজার থেকে সবজি আনতে।,0,0,0,0,0,0,0,0,0,0,0,0,4.0,25
spam,১০০% ডিসকাউন্ট! অফারটি শুধুমাত্র আজকের জন্য। ভিজিট করুন http://downs.com/,0,1,0,1,0,0,0,0,0,0,1,0,6.33,65
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। (037)568-5089 এ যোগাযোগ করুন।,1,1,0,0,0,1,0,0,0,0,0,1,5.62,78
ham,তুই কি আমার খাতা নিয়ে গেছিস?,0,0,0,0,0,0,0,0,0,0,0,0,3.83,24
spam,আপনার ATM কার্ড ব্লক হয়ে গেছে। এখনই (991)436-6657x893 এ ফোন করুন।,1,1,1,0,1,0,0,0,0,0,0,0,4.64,56
ham,মা বলেছে বাজার থেকে সবজি আনতে।,0,0,0,0,0,0,0,0,0,0,0,0,4.0,25
ham,রাতে খাওয়ার জন্য কি রান্না হবে?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
ham,"কালকে পরীক্ষা, ভালো করে পড়িস।",0,0,0,0,0,0,0,0,0,0,0,0,4.8,26
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। 779-919-4827x930 এ যোগাযোগ করুন।,1,1,0,0,1,1,0,0,0,0,0,0,5.92,81
spam,আপনার একাউন্টে সন্দেহজনক কার্যক্রম ধরা পড়েছে। লগইন করুন https://sellers.org/ যাচাই করতে।,0,1,0,1,0,1,0,0,0,0,1,0,6.55,79
ham,নানুর বাসায় কখন যাবি?,0,0,0,0,0,0,0,0,0,0,0,0,4.5,19
ham,আজ অফিসে অনেক কাজ ছিল।,0,0,0,0,0,0,0,0,0,0,0,0,3.4,18
spam,বিনামূল্যে রিচার্জ পেতে এখনই http://ballard.net/ ডায়াল করুন।,0,1,0,1,0,0,0,0,0,0,1,0,7.0,55
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। 461.675.9467x2732 এ যোগাযোগ করুন।,0,0,0,0,1,1,0,0,0,0,0,0,6.0,82
spam,এই লিঙ্কে ক্লিক করুন https://www.velasquez.com/ এবং পুরস্কার জিতুন।,0,1,0,1,0,0,0,0,0,0,1,0,6.62,60
spam,এই লিঙ্কে ক্লিক করুন http://kane-downs.com/ এবং পুরস্কার জিতুন।,0,1,0,1,0,0,0,0,0,0,1,0,6.12,56
ham,তুই কি আমার খাতা নিয়ে গেছিস?,0,0,0,0,0,0,0,0,0,0,0,0,3.83,24
ham,আজকে অনেক মজা করলাম!,0,1,0,0,0,0,0,0,0,0,0,0,4.0,17
spam,এই লিঙ্কে ক্লিক করুন http://www.lewis-hansen.com/ এবং পুরস্কার জিতুন।,0,1,0,1,0,0,0,0,0,0,1,0,6.75,62
ham,"কালকে পরীক্ষা, ভালো করে পড়িস।",0,0,0,0,0,0,0,0,0,0,0,0,4.8,26
spam,১০০% ডিসকাউন্ট! অফারটি শুধুমাত্র আজকের জন্য। ভিজিট করুন http://www.powell-hardy.com/,0,1,0,1,0,0,0,0,0,0,1,0,7.33,76
spam,আপনার একাউন্টে সন্দেহজনক কার্যক্রম ধরা পড়েছে। লগইন করুন https://www.mathews.info/ যাচাই করতে।,0,1,0,1,0,0,0,0,0,0,1,0,6.91,84
ham,আজ সন্ধ্যায় আমাদের দেখা হবে তো?,0,0,0,0,0,0,0,0,0,0,0,0,4.33,27
spam,১০০% ডিসকাউন্ট! অফারটি শুধুমাত্র আজকের জন্য। ভিজিট করুন http://www.marshall.info/,0,1,0,1,0,1,0,0,0,0,1,0,7.11,73
spam,আপনার একাউন্টে সন্দেহজনক কার্যক্রম ধরা পড়েছে। লগইন করুন https://www.torres.com/ যাচাই করতে।,0,1,0,1,0,0,0,0,0,0,1,0,6.73,82
spam,আপনার একাউন্টে সন্দেহজনক কার্যক্রম ধরা পড়েছে। লগইন করুন http://www.smith-johnson.net/ যাচাই করতে।,0,1,0,1,0,0,0,0,0,0,1,0,7.18,88
spam,আপনার নাম লটারি ড্র-তে উঠেছে! এখনই 4300696323 এ কল করুন পুরস্কার নিতে।,1,1,0,0,0,0,1,0,0,0,0,0,4.67,59
ham,তুই কোথায় আছিস এখন?,0,0,0,0,0,0,0,0,0,0,0,0,4.0,17
spam,আপনার ATM কার্ড ব্লক হয়ে গেছে। এখনই (712)080-1422x77119 এ ফোন করুন।,1,1,1,0,1,0,0,0,0,0,0,0,4.82,58
spam,বিনামূল্যে রিচার্জ পেতে এখনই https://www.morgan.biz/ ডায়াল করুন।,0,1,0,1,0,0,0,0,0,0,1,0,7.43,59
spam,আপনার একাউন্টে সন্দেহজনক কার্যক্রম ধরা পড়েছে। লগইন করুন https://andrade-valentine.info/ যাচাই করতে।,0,1,0,1,0,0,0,0,0,0,1,0,7.45,90
spam,আপনার একাউন্টে সন্দেহজনক কার্যক্রম ধরা পড়েছে। লগইন করুন http://www.lee-brown.info/ যাচাই করতে।,0,1,0,1,0,0,0,0,0,0,1,0,6.91,85
spam,আপনার একাউন্টে সন্দেহজনক কার্যক্রম ধরা পড়েছে। লগইন করুন http://moore-kelly.com/ যাচাই করতে।,0,1,0,1,0,0,0,0,0,0,1,0,6.73,82
spam,১০০% ডিসকাউন্ট! অফারটি শুধুমাত্র আজকের জন্য। ভিজিট করুন https://www.sanchez.com/,0,1,0,1,0,0,0,0,0,0,1,0,7.0,72
ham,মা বলেছে বাজার থেকে সবজি আনতে।,0,0,0,0,0,0,0,0,0,0,0,0,4.0,25
spam,আপনার ATM কার্ড ব্লক হয়ে গেছে। এখনই (754)927-8921x2640 এ ফোন করুন।,1,1,1,0,1,0,0,0,0,0,0,0,4.73,57
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। 098-308-7797x92408 এ যোগাযোগ করুন।,1,1,0,0,1,1,0,0,0,0,0,0,6.08,83
ham,মা বলেছে বাজার থেকে সবজি আনতে।,0,0,0,0,0,0,0,0,0,0,0,0,4.0,25
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। 942-841-9910 এ যোগাযোগ করুন।,1,1,0,0,0,1,0,0,0,0,0,1,5.62,77
ham,আজকে অনেক মজা করলাম!,0,1,0,0,0,0,0,0,0,0,0,0,4.0,17
ham,আজ অফিসে অনেক কাজ ছিল।,0,0,0,0,0,0,0,0,0,0,0,0,3.4,18
spam,এই লিঙ্কে ক্লিক করুন http://summers-sandoval.biz/ এবং পুরস্কার জিতুন।,0,1,0,1,0,1,0,0,0,0,1,0,6.88,62
ham,আজকে অনেক মজা করলাম!,0,1,0,0,0,0,0,0,0,0,0,0,4.0,17
spam,১০০% ডিসকাউন্ট! অফারটি শুধুমাত্র আজকের জন্য। ভিজিট করুন https://www.castro.net/,0,1,0,1,0,0,0,0,0,0,1,0,6.89,71
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। 001-010-789-4538x2754 এ যোগাযোগ করুন।,1,1,0,0,1,1,0,0,0,0,0,0,6.23,86
ham,নানুর বাসায় কখন যাবি?,0,0,0,0,0,0,0,0,0,0,0,0,4.5,19
spam,আপনার নম্বরটি নির্বাচিত হয়েছে ৫ লক্ষ টাকার পুরস্কারের জন্য। +1-868-171-6921 এ যোগাযোগ করুন।,1,1,0,0,0,1,0,0,0,0,0,1,5.69,80
spam,এই লিঙ্কে ক্লিক করুন https://rose.biz/ এবং পুরস্কার জিতুন।,0,1,0,1,0,0,0,0,0,0,1,0,5.62,51
spam,বিনামূল্যে রিচার্জ পেতে এখনই http://www.wise-williamson.biz/ ডায়াল করুন।,0,1,0,1,0,0,0,0,0,0,1,0,8.43,67
