type,text,has_phone_number,has_special_chars,has_all_caps_words,has_url,is_mixed_language,has_currency,has_id_code,has_emoji,date/time,has_repeated_words,has_consecutive_special_chars,has_subscriber_code,avg_word_length,word_length
spam,"কুরআন পাকের ১৪৪১ বছর হয়ে গেছে ।  New Year   তো অনেক এই sms করেন দেখা যাক কুরআন পাকের  মুবারক কতজন  কে জানান""",0,1,0,0,1,0,0,0,1,1,0,1,3.81,82
spam,ঈদ কবে হচ্ছে জানতে ডায়াল করুন ,0,0,0,0,0,0,0,0,0,0,0,0,4.17,25
spam,"২২ মার্চ ২০২৩ বিশ্ব পানি দিবস, এবারের প্রতিপাদ্য বিষয় “পানি ও স্যানিটেশন সংকট সমাধানে ত্বরান্বিত পরিবর্তন’’-পানি সম্পদ মন্ত্রণালয়।",0,1,0,0,0,0,0,0,1,1,0,1,5.94,113
spam,"মাত্র ৫০০ টাকায় ইংরেজি কোর্স করতে ক্লিক করুন
 http://bit.ly/3IVA0tu",0,1,1,1,0,1,0,0,1,0,1,0,5.89,59
spam,"২২ মার্চ ২০২৩ বিশ্ব পানি দিবস, এবারের প্রতিপাদ্য বিষয় “পানি ও স্যানিটেশন সংকট সমাধানে ত্বরান্বিত পরিবর্তন’’-পানি সম্পদ মন্ত্রণালয়।",0,1,0,0,0,0,0,0,1,1,0,1,5.94,113
spam,*213*2843# ডায়াল করে জানুন সেলস/মার্কেটিং চাকুরীর খবর ২.৬৭ টাকা/দিন,0,1,0,0,0,1,0,0,1,0,0,1,5.89,59
spam,*213*22718# ডায়াল করে জানুন সরকারি চাকুরীর খবর ২.৬৭ টাকা/দিন,1,1,0,0,0,1,0,0,1,0,0,1,5.22,52
spam,প্রেম করা কেন গুনাহ জানতে ডায়াল করুন ,0,0,0,0,0,0,0,0,0,0,0,0,4.29,30
spam,"স্পেশাল অফার ১০জিবি(বোনাসসহ)১৩০টাকা ৩০দিন।ডায়াল *১২১*৫৪৬৯#, mygp.li/mo",0,1,0,0,1,1,0,0,1,0,0,1,9.33,65
spam,শুধুমাত্র একটি ফোনের প্রয়োজন প্রতিদিন 1000TK আয় wa.me/8801797890449,1,1,1,0,1,0,1,0,0,0,0,0,7.5,62
spam,"‘জাতীয় দুর্যোগ প্রস্তুতি দিবস-২০২৩’ এর প্রতিপাদ্য
“স্মার্ট বাংলাদেশের প্রত্যয়
দুর্যোগ প্রস্তুতি সবসময়”
- দুর্যোগ ব্যবস্থাপনা ও ত্রাণ মন্ত্রণালয়",0,1,0,0,0,0,0,0,0,1,0,1,7.06,129
spam,"স্মার্টফোন জেতার দুর্দান্ত অফার! সহজ প্রশ্নের উত্তর দিয়ে জিতে নিন ৩০,৯৯৯ টাকার আকর্ষণীয় স্মার্টফোন Samsung Galaxy M33 5G মাত্র ৳২.৬৭/দিন/প্রশ্ন,  ডায়াল *213*45644#",1,1,0,0,1,1,0,0,1,1,0,1,6.0,141
spam,মজার এবং হাসির SMS জোকস পেতে ডায়াল করুন *213*4493#,0,1,1,0,1,0,0,0,0,0,0,1,4.33,42
spam,"স্মার্টফোন জেতার দুর্দান্ত অফার! সহজ প্রশ্নের উত্তর দিয়ে জিতে নিন ৩০,৯৯৯ টাকার আকর্ষণীয় স্মার্টফোন Samsung Galaxy M33 5G ",0,1,0,0,1,1,0,0,1,1,0,0,5.61,103
spam,মাইজিপি রেফার করে ৫১২এমবি ফ্রি ইন্টারনেট জিততে https://mygp.li/r2,0,1,0,1,0,0,0,0,0,0,1,0,6.62,58
spam,খণ্ডকালীন জব৷বেতন 1500 BDT/দিন৷ঘরে বসে কাজ :wa.me/8801768702573,1,1,1,0,1,0,1,0,0,0,0,1,7.57,57
spam,"ঘরে বসে রোজার বাজার
ডিস্কাউন্টকোড:RD2
গিফটকোড:6W
T&C
chdl.co/tt8tj8-7",0,1,1,0,1,0,0,0,0,0,0,0,7.0,66
spam,পরপর দুটি জমজমাট ম্যাচ কি মিস করছেন? Binge-এর সাথে PSL-এ দেখুন Peshawar vs. Lahore দুপুর ৩টা  আর Islamabad vs. Multan এর ম্যাচ রাত ৮টায়  Sony Sports 5 HD-তে। ক্লিক- cutt.ly/T8UrmSh,0,1,1,0,1,0,0,0,1,1,0,1,4.63,149
spam,ফ্রি ২০০এমবি ইন্টারনেট নিতে আজই মাইজিপি অ্যাপে আসুন। ক্লিক: mygp.li/f1,0,1,0,0,1,0,0,0,0,0,0,0,5.7,61
spam,"ঘরে বসে রোজার বাজার
ডিস্কাউন্টকোড:RD2
গিফটকোড:6W
T&C
chdl.co/z5e57e66",0,1,1,0,1,0,0,0,0,0,0,0,7.12,66
spam,"লুফে নিন পিওরইট RO ২৫০০৳ ছাড়ে, রেফারেই উপহার! বিস্তারিত/অপ্টআউট ১৬৬২৭*",1,1,1,0,1,0,0,0,0,0,0,1,5.7,61
spam,"ইনশআল্লাহ A+ নিশ্চয়তায় ভর্তি চলছে
01760192958
bit.ly/3kh9CGC",1,1,1,1,1,0,1,0,0,0,0,0,7.29,56
spam,"স্মার্টফোন জেতার দুর্দান্ত অফার! সহজ প্রশ্নের উত্তর দিয়ে জিতে নিন ৩০,৯৯৯ টাকার আকর্ষণীয় স্মার্টফোন  Samsung Galaxy M33 5G মাত্র ৳২.৬৭/দিন/প্রশ্ন,  ডায়াল *213*45644#",1,1,0,0,1,1,0,0,1,1,0,1,6.0,141
spam,"মীনা বাজারে
তীর তেল ৮৮৫
প্রিঃগরুর মাংস ৭৩৯
ব্রয়ঃমুরগি(চাঃছাঃ)৪১৭
প্রিঃনাজিরশাইল ৭৩
প্রিঃচিনিগুঁড়া ১২০
খেজুর ৩৭০*
ছোলা ৮৫
বুট বেসন ১২০
পেঁয়াজ ৪৮*
বেগুন ৬৮*
লবণ ৩৭*
তরমুজ ২৭৫*
বিস্তারিতঃ t.ly/3RDj
০১৯৩৩১১৭৭৫৫
*শ/প্র-চট্টগ্রাম-২৫মার্চ.পর্যন্ত",1,1,0,0,1,0,1,0,0,1,0,0,6.06,223
spam,৫০০০+ রেস্টুরেন্টে ফ্রি ডেলিভারি সাথে ডিলস এবং ডিসকাউন্ট তো থাকছেই। tinyurl.com/3md3wecd,0,1,0,1,1,0,0,0,0,0,0,1,6.73,78
spam,"আজই শেষ দিন ! ১৩০টাকায় ১৫০মিনিট(৩০দিন) সাথে বোনাস,নিতে*১২১*৫২০৫#  https://mygp.li/a0",0,1,0,1,0,1,0,0,1,0,1,1,7.88,75
spam,"আজ রিচার্জে
২৯৭Tk-১৫GB+৩০০মি ৩০D/*123*297*1#
৯৮TK-৭GB+৬০মি ৭D/*123*098*1#
৬৮TK-৬GB ৩D/*123*068*1#
 বিকাশ/নগদ/উপায়/রকেটেও পাবেন",0,1,1,0,1,0,0,0,0,0,0,1,9.3,120
spam,রমজান অফার! অ্যাপে ৳৫৯৮-৫০GB+ফ্রি Noor সাবস্ক্রিপশন(৩০দিন) cutt.ly/inr,0,1,1,0,1,1,0,0,0,0,0,0,8.14,64
spam,"DINNER45 দিচ্ছে ৪৫ টাকা ছাড় ১৯৯ টাকায়।		
DINNER105 দিচ্ছে ১০৫ টাকা পর্যন্ত ছাড় ২৯৯ টাকায়।		
অর্ডার করুন এখনিঃ tinyurl.com/3md3wecd		",0,1,1,1,1,1,0,0,1,1,0,0,5.47,116
spam,আড়ংয়ের ঈদ কালেকশন এখন সকল আউটলেট এবং aarong.com এ। cutt.ly/E8S4qZv,0,1,0,0,1,0,0,0,0,0,0,0,5.3,57
spam,লম্বা ছুটিতে ঘুরতে যাওয়ার টিকেট কাটতে ক্লিক: bdtickets.com কল ১৬৪৬০,1,1,0,0,1,0,0,0,0,0,0,1,5.6,58
spam,"স্বদেশপল্লীর আকর্ষণীয় ঈদ-উল-ফিতর কালেকশন, এখন পাওয়া যাচ্ছে আপনার নিকটস্থ আউটলেটে! বিস্তারিত: https://cutt.ly/i8ZZmNI",0,1,0,1,0,0,0,0,0,0,1,0,7.92,105
ham,গ্রামীণফোনের সিস্টেম উন্নয়নমূলক কাজ সফলভাবে সম্পন্ন হয়েছে। বর্তমানে রিচার্জ বা বিল পেমেন্ট সহ আমাদের সকল সার্ভিস আগের মতো চালু রয়েছে। গ্রামীণফোনের সাথে থাকার জন্য ধন্যবাদ।,0,0,0,0,0,1,0,0,0,1,0,0,5.76,147
ham,আমি ১০ তারিখ সকালে রওনা দিব।শান্তিনগরে ইস্টার্ন প্লাস একটা মার্কেট আছে যে?!ওটার উপরে উত্তরা ব্যাংকের ট্রেনিং ইন্সটিটিউট।ওখানে ট্রেনিং।মতিঝিল থেকে কাছে।,0,1,0,0,0,0,0,0,0,0,0,0,6.3,132
ham,এয়ারটেলে আপনার জন্য সেরা সব অফার পেতে *4# বা *123*3# ডায়াল করুন আজই।,0,1,0,0,0,0,0,0,0,0,0,1,3.85,56
ham,কোভিড-১৯ ভ্যাকসিন নিবন্ধন,0,1,0,0,0,1,0,0,0,0,0,0,7.33,23
ham,"প্রিয় গ্রাহক, আপনার নম্বরে ৮৫০.০ টাকা লোকাল বিল প্রদান করা হয়েছে |ধন্যবাদ |",0,1,0,0,0,1,0,0,1,0,0,0,5.0,64
ham,তোরা সবগুলা আমার জন্য দোয়া কর।যাতে আমার বিয়েটা হয়।যেই ফাড়া লাগসে আমার।,0,0,0,0,0,0,0,0,0,1,0,0,4.67,59
ham,"স্যার [CK21252], আপনার সংযোগটির মেয়াদ শেষ হতে যাচ্ছে 2023-02-27 তারিখে। অনুগ্রহ করে বিল পরিশোধ করুন । বিকাশ: 01782 66 33 77",1,1,1,0,1,0,0,0,1,0,0,1,4.75,103
ham,ল্যাপটপে রাখছিলাম কিনা মনে নাই।কিন্তু ল্যাপটপ তো বাসায়,0,0,0,0,0,0,0,0,0,0,0,0,5.75,47
ham,"স্যার, গ্রাহক আইডি CK21252 তে 1000.00 টাকা বিল প্রদানটি সফল হয়েছে। ধন্যবাদ",0,0,1,0,1,1,0,0,0,0,0,1,5.0,63
ham,আল্লাহ বড় বাচা বাচাইছে তোকে।এটা ভেবে শুকরিয়া কর ❤️,0,0,0,0,0,0,0,1,0,0,0,0,4.88,42
ham,"প্রিয় গ্রাহক,03-MAR-2023 পর্যন্ত আপনার লোকাল বিল -1134.50 টাকা এবং রোমিং বিল  0  টাকা। অনুগ্রহ করে এর মধ্যে সমুদয় বকেয়া বিল পরিশোধ করে গ্রামীণফোনের সাথে থাকুন। অনলাইনে পেমেন্টে করতে ব্রাউজ করুন mygp.li/ib",0,1,1,0,1,1,0,0,1,1,0,1,5.29,173
ham,সায়মার লাইফে এখন বস্তায় বস্তায় কংগ্রাচুলেশনস 😅😅😅,0,0,0,0,0,0,0,1,0,1,0,0,6.5,42
ham,"ট্যুর, কম্পিউটার ক্লাব সব ঝামেলায় পড়া হয় নি।আমাদের পরীক্ষাটা কাল না দিয়ে পরশু দিতে চাচ্ছি। আগামীকাল group স্টাডি করে এবং আপনার কাছ থেকে বিষয়টা ক্লিয়ার করে নিবো। আশাকরি,বিষয়টা দেখবেন।বিষয়গুলো ক্লািয়ার না করলে,পরীক্ষায় তেমন কিছু পারবো না।পরশু নিয়েন মেম, প্লিজ।",0,0,0,0,1,0,0,0,0,1,0,0,5.38,220
ham,ম্যাম পরিক্ষা না নিতে বলসে রাহাতে সেটার উত্তর বলসে। কালকে পরিক্ষা নিবে না এটা বলে দিসে অলরেডি,0,0,0,0,0,0,0,0,0,1,0,0,4.47,77
ham,তুই কী সিওর আগামীকাল এক্সাম না?,0,0,0,0,0,0,0,0,0,0,0,0,4.17,26
ham,ডিপার্টমেন্ট থেকে কোনো ফিক্সড করা এসাইনমেন্টের জন্য কভার পেইজ আছে?নাকি নিজ থেকে বানাতে হবে?,0,0,0,0,0,0,0,0,0,1,0,0,5.43,78
ham,কেউ একটু বলো এখানে ৫ নাম্বারে ১ এর পরিপূরক কোনটারে করতাম?,0,0,0,0,0,0,0,0,0,0,0,0,4.18,47
ham,Lecture 1 এবং Lecture 2 তে আমার কিছু বিষয় এখনো ক্লিয়ার নাই।,0,0,0,0,1,0,0,0,0,1,0,1,3.92,48
ham,55 ব্যাচ এর সবাই 55 লিখা পিডিএফ টা ডাউনলোড করে ওইখানে ডান পাশে লিংকে যাবা.. প্রত্যেক টা কোর্সের জন্য আলাদা আলাদা ফরম আছে.. সবগুলো পুরণ করতে হবে...আর 44 ব্যাচের যারা আপনারা 44 লিখা পিডিএফ এ যাবেন আর সবগুলো লিংকে ঢুকে ফরমগুলো ফিল করবেন,0,0,0,0,0,0,0,0,0,1,1,0,4.28,191
ham,"হ্যালু,ম্যাম আসসালামুয়ালাইকুম।",0,0,0,0,0,0,0,0,0,0,0,0,13.5,29
ham,তোমাদের কম্পিউটার ফান্ডামেন্টাল এক্সাম কখন হবে?,0,0,0,0,0,0,0,0,0,0,0,0,6.83,42
ham,"আসসালামুয়ালাইকুম ম্যাম, ম্যাথ গুলো এখন ও ভালো করে প্রিপারেশন নিতে পারি নাই ।",0,0,0,0,0,0,0,0,0,0,0,0,5.25,65
ham,55 ব্যাচ এর সবাই 55 লিখা পিডিএফ টা ডাউনলোড করে ওইখানে ডান পাশে লিংকে যাবা.. প্রত্যেক টা কোর্সের জন্য আলাদা আলাদা ফরম আছে.. সবগুলো পুরণ করতে হবে...আর 44 ব্যাচের যারা আপনারা 44 লিখা পিডিএফ এ যাবেন আর সবগুলো লিংকে ঢুকে ফরমগুলো ফিল করবেন,0,0,0,0,0,0,0,0,0,1,1,0,4.28,191
ham,তুই কী সিওর আগামীকাল এক্সাম না?,0,0,0,0,0,0,0,0,0,0,0,0,4.17,26
ham,ডিপার্টমেন্ট থেকে কোনো ফিক্সড করা এসাইনমেন্টের জন্য কভার পেইজ আছে?নাকি নিজ থেকে বানাতে হবে?,0,0,0,0,0,0,0,0,0,1,0,0,5.43,78
spam,আসসালামু আলাইকুম আমার ছেলেটা খুবই অসুস্থ ওর চিকিৎসার জন্য সবাই সহায়তা করুন প্লিজ 🙏,0,0,0,0,0,0,0,1,0,0,0,0,5.23,69
spam,আলহামদুলিল্লাহ। আল্লাহ তায়ালার রহমতে এবং আপনাদের সকলের দোয়া নিয়ে সামনে এগোতে চাই। 🥰🥰🥰 একটা করে ভালোবাসা দিয়ে পাশে থাকবেন৷ ইনশাআল্লাহ 🙏🙏🙏🙏🙏🙏🙏,0,0,0,0,0,0,0,1,0,0,0,0,5.89,124
spam,ক্লিক করুনঃ onelink.to/j7rwyf বিস্তারিত জানতে কল করুনঃ ১৬৪৬০ *শর্ত প্রযোজ্য,1,1,0,0,1,0,0,0,0,1,0,1,6.3,66
ham,আফমির দোকানদারেরা অনেক ভালো,0,0,0,0,0,0,0,0,0,0,0,0,6.0,24
ham,"প্রিয় গ্রাহক, NPSB সিস্টেমে জরুরি কার্যক্রম পরিচালনার জন্য ইবিএলের সকল কার্ড সম্পর্কিত সেবা ০৬ জুলাই ২০২৩, রাত ১১:৫৯ টা থেকে ০৭ জুলাই ২০২৩, সকাল ৬:০০ টা পর্যন্ত বন্ধ থাকবে। সাময়িক এই অসুবিধার জন্য আমরা আন্তরিকভাবে দুঃখিত।",0,1,1,0,1,0,0,0,1,1,0,1,4.97,186
ham,"সেহরি ও ইফতারে নিরাপদ ও সুষম খাবার গ্রহণ করুন। অস্বাস্থ্যকর ও অতিরিক্ত ভাজা-পোড়া খাবার পরিহার করুন। বাংলাদেশ নিরাপদ খাদ্য কর্তৃপক্ষ, খাদ্য মন্ত্রণালয়।",0,1,0,0,0,0,0,0,0,1,0,0,5.64,129
ham,এভাবে মোবাইল পাব জীবনেও ভাবি নাই। এক মাস আগেও দুইটা মোবাইল হারাইছি,0,0,0,0,0,0,0,0,0,1,0,0,4.5,55
ham,প্রয়োজনীয় মনে হয়নি,0,0,0,0,0,0,0,0,0,0,0,0,5.33,16
ham,"আজকে আমি ভাই যে কাহিনী করছি। আজকে আমি আফমি প্লাজায় গেছি, সাথে ছেলেকেও নিয়ে গেছি। অনেক দোকান ঘুতে টুরে চলে যাব বাসায় তখন দেখি মোবাইল নাই। এবার সব দোকান চেক করে দেখি কোথাও মোবাইল নাই। দেন এক দোকানদার আমাকে আফমি প্লাজার টপ রুফে সেন্ট্রাল সিসি ক্যামেরা কন্ট্রোল রুমে গেছি, সব দোকান চেক করতে। তখন ক্যামেরায় দোকানে দেখা গেছে আমি মোবাইল নিয়ে Savee's by Tony দোকানে গেছি, বাট খালি হাতে আসছি। এরপর ওই দোকানে গেলাম ওরা সিসি ক্যামেরা দেখার জন্য রেডি, তখন আমি ওদের বললাম যে আমি যেখানে মিরর এর সামনে ড্রেস দেখতে ছিলাম সেখানে দেখতে চাইলাম, ওরা দেখতে দিলো। এরপর মোবাইল টা ভাই কাপড়ের সেল্ফ এর কয়েকটা কাপড়ের নিচে থেকে বের হইছে। মোবাইল টাও বন্ধ হয়ে গেছিলো।",0,1,0,0,1,0,0,0,0,1,0,0,4.33,522
ham,নামাজ বেহেশতের চাবিকাঠি। ,0,0,0,0,0,0,0,0,0,0,0,0,7.0,22
